Adult Asthma-COPD Organisational audit full results - 06/09/21 - 08/10/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,,,,Admission numbers,,,,,,,,,,,,Beds for admitted patients,,,,,,,,,,Staffing levels: Number of staff posts in respiratory team (Whole time equivalent (WTE)),,,,,,,,,,,,,,,,,,,,,,,,Access to specialist staff and services,,,Patient access to onsite palliative care,,,7-day working: Operating days/times of system of speciality triage of patients to respiratory medicine,,,,Availability of on-call respiratory consultant,,,,Days/times senior decision maker from respiratory team (ST3 or above) undertakes ward round of new asthma/COPD patients on MAU/admissions ward,,,,Days/times senior decision maker from respiratory team (ST3 or above) undertakes ward round of new asthma/COPD patients on respiratory ward(s),,,,Days/times senior decision maker from respiratory team (ST3 or above) undertakes ward round of new asthma/COPD patients on other wards,,,,Availability of respiratory nurse(s) to review COPD patients,,,,Availability of respiratory nurse(s) to review asthma patients,,,,Availability of respiratory physiotherapist(s) to review COPD patients,,,,Availability of respiratory physiotherapist(s) to review asthma patients,,,,Management of care,,Pulmonary rehabilitation (PR) service available to COPD patients discharged following flare-up,,,,,Integration of care,,Outreach early/supported discharge,,,In-reach/supported discharge,,,Admissions avoidance,,,,Oxygen assessment service,,,,Medicine management service,,,,Chronic disease management,,,,Nebuliser service,,,,Smoking cessation advice,,,,,,MDT meeting - staff attendance: Physician posts,,,MDT meeting - staff attendance: Nurse posts,,MDT meeting - staff attendance: Physiotherapist posts,,MDT meeting - staff attendance: Other healthcare professional posts,,,,,,,,Patient/carer engagement,,,Asthma: Process of transitioning young people from paediatric - adult services includes ensuring:,,,,,
Region,Integrated Care System (ICS),Trust/Local Health Board name,Hospital name (d = 159),Number of adult medical emergency admissions in 2020/21 financial year ,Number of adult medical emergency admissions in 2020/21 financial year per medical bed,Number of respiratory coded medical emergency admissions in 2020/21 financial year ,Number of respiratory coded emergency admissions in 2020/21 financial year per respiratory bed,Number of COPD coded emergency admissions in 2020/21 financial year ,"Number of COPD coded emergency admissions in 2020/21 financial year per 1,000 adult medical emergency admissions ","Total number of COPD coded emergency admissions who were discharged from, or died on, dedicated respiratory ward(s) in the 2020/21 financial year","National average proportion of COPD coded emergency admissions who were discharged from, or died on, dedicated respiratory ward(s) in the 2020/21 financial year",Number of asthma coded emergency admissions  in the 2020/21 financial year ,"Number of asthma coded emergency admissions in 2020/21 financial year per 1,000 adult medical emergency admissions ","Total number of asthma coded emergency admissions who were discharged from, or died on, dedicated respiratory ward(s) in the 2020/21 financial year ","National average proportion of asthma coded emergency admissions who were discharged from, or died on, dedicated respiratory ward(s) in the 2020/21 financial year ",Number of available medical beds,Number of beds available on dedicated respiratory ward(s) ,Number of Level 2 beds available on dedicated respiratory ward(s),"Number of Level 2 beds available on dedicated respiratory ward(s) per 1,000 adult respiratory admissions",Hospital has High Dependency Unit(s) (HDUs)  to which respiratory patients can be admitted,Number of HDU beds available to which COPD and asthma patients can be admitted,"Number of HDU beds available to which COPD and asthma patients can be admitted per 10,000 adult medical emergency admissions",Hospital has Respiratory Support Unit (RSU) to which respiratory patients can be admitted,Number of RSU beds available to which COPD and asthma patients can be admitted,"Number of RSU beds available to which COPD and asthma patients can be admitted per 10,000 adult medical emergency admissions
",ST3 and above WTE,"ST3 and above 
Median (IQR) WTE per 1,000 adult emergency respiratory admissions","ST3 and above 
Median (IQR) WTE per 1,000 COPD emergency admissions","ST3 and above 
Median (IQR) WTE per 1,000 adult asthma emergency admissions",Respiratory Consultant (Filled) WTE,"Respiratory Consultant
Median (IQR) WTE per 1,000 adult emergency respiratory admissions","Respiratory Consultant
Median (IQR) WTE per 1,000 COPD emergency admissions","Respiratory Consultant
Median (IQR) WTE per 1,000 adult asthma emergency admissions",General Respiratory Nurse Specialist (Filled) WTE,"General Respiratory Nurse Specialist
Median (IQR) WTE per 1,000 adult emergency respiratory admissions","General Respiratory Nurse Specialist
Median (IQR) WTE per 1,000 COPD emergency admissions","General Respiratory Nurse Specialist
Median (IQR) WTE per 1,000 adult asthma emergency admissions",COPD Nurse Specialist (Filled) WTE,"COPD Nurse Specialist
Median (IQR) WTE per 1,000 adult emergency respiratory admissions","COPD Nurse Specialist
Median (IQR) WTE per 1,000 COPD emergency admissions",Asthma Nurse Specialist (Filled),"Asthma Nurse Specialist
Median (IQR) WTE per 1,000 adult emergency respiratory admissions","Asthma Nurse Specialist
Median (IQR) WTE per 1,000 adult asthma emergency admissions",Nurse Consultant (Filled) WTE,"Nurse Consultant
Median (IQR) WTE per 1,000 adult emergency respiratory admissions",Advanced Nurse Practitioner (Filled) WTE,"Advanced Nurse Practitioner
Median (IQR) WTE per 1,000 adult emergency respiratory admissions",Advanced Clinical Practitioner (Filled) WTE,"Advanced Clinical Practitioner
Median (IQR) WTE per 1,000 adult emergency respiratory admissions",Respiratory physicians operate a dedicated on-call rota at hospital for respiratory emergency admissions,Designated named clinical lead for COPD available,Designated named clinical lead for asthma available,COPD patients have access,Asthma patients have access,Smoking cessation service available that COPD & asthma patients can be signposted to ,"Weekdays 
(08:00 hrs ñ 18:30 hrs)",Weekends,Out of hours,No speciality triage available,"Weekdays
(08:00 hrs ñ 18:30 hrs)",Weekends,Out of hours,No on-call respiratory consultant available,"Weekdays
(08:00 hrs ñ 18:30 hrs)",Weekends,Out of hours,None,"Weekdays
(08:00 hrs ñ 18:30 hrs)",Weekends,Out of hours,None,"Weekdays
(08:00 hrs ñ 18:30 hrs)",Weekends,Out of hours,None,"Weekdays
(08:00 hrs ñ 18:30 hrs)",Weekends,Out of hours,None,"Weekdays
(08:00 hrs ñ 18:30 hrs)",Weekends,Out of hours,None,"Weekdays
(08:00 hrs ñ 18:30 hrs)",Weekends,Out of hours,None,"Weekdays
(08:00 hrs ñ 18:30 hrs)",Weekends,Out of hours,None,Hospital has Electronic Patient Record (EPR) system,"Name of EPR supplier 
(Free text)",Yes - based onsite,Yes - based within another hospital,Yes - based within the community,No,Is this/are these services available within 30 days of discharge,Hospital has severe asthma service,"If no, hospital has referral pathway to a severe asthma service",Not provided,Provided by hospital-based team,Provided jointly by hospital team and community team,Not provided,Provided by community-based team,Provided jointly by community and hospital team,Not provided,Provided hospital-based team,Provided by community-based team,Provided by single team working across community/secondary care interface,Not provided,Provided by hospital-based team,Provided by community-based team,Provided by single team working across community/secondary care interface,Not provided,Provided by hospital-based team,Provided by community-based team,Provided by single team working across community/secondary care interface,Not provided,Provided by hospital-based team,Provided by community-based team,Provided by single team working across community/secondary care interface,Not provided,Provided by hospital-based team,Provided by community-based team,Provided by single team working across community/secondary care interface,Not provided,Provided by hospital-based team,Provided by community-based team,Provided by single team working across community/secondary care interface,Regular MDT meeting between hospital and community teams for patients with COPD,"If yes, how frequently does the meeting occur",Respiratory consultant attends,Other member of respiratory specialist team attends,General practitioner attends,Ward nurse attends,Community nurse attends,Ward physiotherapist attends,Community physiotherapist attends,Ward pharmacist attends,Ward OT attends,Community pharmacist attends,Community OT attends,Smoking cessation counsellor attends,Psychologist attends,Other staff attend,Time within MDT meeting for developing local integrated respiratory services ,Frequency of survey of patient/carer views on respiratory service,Trust/Health Board has strategic group for respiratory services,Patient representation within strategic group,Young person has full record of condition,GP has full record of condition,Young person given opportunity to be seen without parents/carers,Transition plan agreed with paediatric and adult consultants,Named case worker assigned to assist signposting young person/family,No formal transition plan arrangements
East of England ,Norfolk and Waveny Partnership ,James Paget University Hospitals NHS Foundation Trust,James Paget Hospital,49775,164,943,19,399,8,276,69,338,7,63,19,304,50,0,0,Yes,12,2,No,Not applicable,Not applicable,2,2.1,5,5.9,4,4.2,10,11.8,2.8,3,7.1,8.4,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Not applicable,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,No,Never,Not known,,No,No,No,No,No,Yes
East of England ,Norfolk and Waveny Partnership ,Norfolk and Norwich University Hospitals NHS Foundation Trust,Norfolk and Norwich Hospital,30432,40,4857,143,589,19,134,23,4361,143,256,6,764,34,0,0,Yes,10,3,No,Not applicable,Not applicable,5,1,8.5,1.1,12.4,2.6,21.1,2.9,0,0,0,0,4.2,0.9,7.2,2.2,0.5,0.5,1,0.2,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Mediview,No,No,Yes,No,Yes,Yes,Not applicable,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,No,Never,Not known,,No,No,No,No,No,Yes
East of England ,Suffolk and North East Essex ,East Suffolk and North Essex NHS Foundation Trust,Colchester General Hospital,20645,56,2926,84,882,43,92,10,133,6,26,20,369,35,4,1,Yes,4,2,Yes,4,2,4.6,1.6,5.2,34.6,4,1.4,4.5,30.1,1.8,0.6,2,13.5,0,0,0,0,0,0,1,0.3,0,0,0,0,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Evolve,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Monthly,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
East of England ,Suffolk and North East Essex ,East Suffolk and North Essex NHS Foundation Trust,The Ipswich Hospital,17420,58,2565,103,668,38,55,8,188,11,0,0,300,25,0,0,Yes,6,3,Yes,8,5,3,1.2,4.5,16,5,1.9,7.5,26.6,0.5,0.2,0.7,2.7,2,0.8,3,0.5,0.2,2.7,0,0,0,0,1,0.4,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Evolve,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
London,North Central London Partners in health and care ,North Middlesex University Hospital NHS Trust,North Middlesex Hospital,57000,210,534,11,315,6,56,18,183,3,30,16,272,51,8,15,Yes,11,2,No,Not applicable,Not applicable,1,1.9,3.2,5.5,7,13.1,22.2,38.3,1,1.9,3.2,5.5,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Not applicable,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,No,Never,Yes,No,Yes,Yes,Yes,Yes,Yes,No
London,North Central London Partners in health and care ,Royal Free London NHS Foundation Trust,Barnet General Hospital,17382,40,1413,59,32,2,9,28,107,6,45,42,437,24,0,0,Yes,12,7,Yes,5,3,3,2.1,93.8,28,7.8,5.5,243.8,72.9,1,0.7,31.3,9.3,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Cerner,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Weekly,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Less than once a year,Yes,No,No,No,No,No,No,Yes
London,North Central London Partners in health and care ,Royal Free London NHS Foundation Trust,Royal Free Hospital,21202,49,1355,48,193,9,81,42,110,5,46,42,437,28,8,6,No,Not applicable,Not applicable,Yes,8,4,4,3,20.7,36.4,7,5.2,36.3,63.6,0,0,0,0,0,0,0,1,0.7,9.1,0,0,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Cerner EPR,No,No,Yes,No,Yes,Yes,Not applicable,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Weekly,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Less than once a year,No,,No,No,No,No,No,Yes
London,North Central London Partners in health and care ,University College London Hospitals NHS Foundation Trust,University College Hospital,18205,102,1536,77,448,25,140,31,90,5,22,24,179,20,0,0,Yes,6,3,No,Not applicable,Not applicable,2,1.3,4.5,22.2,10,6.5,22.3,111.1,5.2,3.4,11.6,57.8,0,0,0,0,0,0,0,0,1,0.7,1,0.7,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,EPIC,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Weekly,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Less than once a year,No,,No,No,No,No,No,Yes
London,North Central London Partners in health and care ,Whittington Health NHS Trust,Whittington Hospital,11801,71,3106,148,175,15,48,27,63,5,13,21,166,21,4,1,Yes,8,7,Yes,4,3,1,0.3,5.7,15.9,4.7,1.5,26.6,73.8,0,0,0,0,0.5,0.2,2.9,0.5,0.2,7.9,0,0,1,0.3,0,0,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Careflow Medway,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Weekly,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,Less than once a year,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
London,North East London Health & Care Partnership ,"Barking, Havering and Redbridge University Hospitals NHS Trust",King George Hospital,10024,36,1103,39,221,22,17,8,107,11,13,12,281,28,10,9,Yes,13,13,No,Not applicable,Not applicable,2,1.8,9,18.7,4,3.6,18.1,37.4,0,0,0,0,0.5,0.5,2.3,0.5,0.5,4.7,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Not applicable,No,No,Yes,No,Not known,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,Weekly,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,1-2 times a year,Yes,Not known,No,No,No,No,No,Yes
London,North East London Health & Care Partnership ,"Barking, Havering and Redbridge University Hospitals NHS Trust",Queens Hospital Romford,26799,43,2488,42,439,16,114,26,115,4,50,44,626,60,20,8,Yes,44,16,No,Not applicable,Not applicable,2,0.8,4.6,17.4,4,1.6,9.1,34.8,0,0,0,0,1.5,0.6,3.4,1.5,0.6,13,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Not applicable,No,No,Yes,No,Not known,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Weekly,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,1-2 times a year,Yes,Not known,No,No,No,No,No,Yes
London,North East London Health & Care Partnership ,Homerton University Hospital NHS Foundation Trust,Homerton Hospital,8390,37,942,Not applicable,191,23,No dedicated respiratory ward,No dedicated respiratory ward,100,12,No dedicated respiratory ward,No dedicated respiratory ward,227,No dedicated respiratory ward,No dedicated respiratory ward,No dedicated respiratory ward,Yes,10,12,No,Not applicable,Not applicable,3,3.2,15.7,30,4,4.2,20.9,40,3,3.2,15.7,30,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Cerner,No,No,Yes,No,Yes,Yes,Not applicable,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Weekly,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Never,Yes,No,Yes,Yes,Yes,Yes,No,No
London,North West London Integrated Care System,Chelsea And Westminster Hospital NHS Foundation Trust,Chelsea & Westminster Hospital,7442,44,893,43,474,64,109,23,87,12,21,24,170,21,0,0,Yes,11,15,No,Not applicable,Not applicable,2,2.2,4.2,23,3,3.4,6.3,34.5,1,1.1,2.1,11.5,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Cerner,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,No,Continuous (every patient),No,,Yes,Yes,Yes,Yes,No,No
London,North West London Integrated Care System,Chelsea And Westminster Hospital NHS Foundation Trust,West Middlesex University Hospital,11755,50,1446,48,691,59,120,17,102,9,26,26,236,30,0,0,Yes,6,5,No,Not applicable,Not applicable,3,2.1,4.3,29.4,4,2.8,5.8,39.2,1,0.7,1.4,9.8,1,0.7,1.4,0,0,0,0,0,0,0,1,0.7,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Cerner,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,No,Continuous (every patient),Yes,Yes,Yes,No,No,No,No,No
London,North West London Integrated Care System ,Imperial College Healthcare NHS Trust,Charing Cross Hospital,11576,65,1961,93,463,40,83,18,39,3,12,31,179,21,5,3,Yes,15,13,Yes,5,4,3,1.5,6.5,76.9,4,2,8.6,102.6,2,1,4.3,51.3,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Cerner,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Weekly,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,1-2 times a year,Yes,Yes,No,No,No,No,No,Yes
London,North West London Integrated Care System ,Imperial College Healthcare NHS Trust,"St Marys Hospital, Paddington",12136,79,1683,67,446,37,91,20,71,6,19,27,154,25,8,5,Yes,16,13,Yes,8,7,4,2.4,9,56.3,10,5.9,22.4,140.8,0,0,0,0,1,0.6,2.2,1.25,0.7,17.6,0,0,0,0,1,0.6,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Cerner,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Weekly,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,1-2 times a year,Yes,Yes,No,No,No,No,No,Yes
London,North West London Integrated Care System ,The Hillingdon Hospitals NHS Foundation Trust,Hillingdon Hospital,15420,59,792,33,288,19,50,17,89,6,19,21,263,24,0,0,Yes,9,6,Yes,8,5,1,1.3,3.5,11.2,3.3,4.1,11.3,36.5,0,0,0,0,3.5,4.4,12.2,0.5,0.6,5.6,0,0,0,0,1,1.3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Not applicable,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Weekly,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,More than 4 times a year,Yes,No,Yes,Yes,Yes,No,Yes,No
London,Our Healthier South East London ,Dartford and Gravesham NHS Trust,Darent Valley Hospital,18723,66,2674,86,2248,120,229,10,75,4,24,32,282,31,16,6,Yes,13,7,Yes,6,3,1,0.4,0.4,13.3,5.5,2.1,2.4,73.3,4.3,1.6,1.9,57.1,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Not applicable,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Fortnightly,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Less than once a year,No,,No,No,No,No,No,Yes
London,Our Healthier South East London ,Guy's and St Thomas' NHS Foundation Trust,St Thomas Hospital,16928,74,5409,193,461,27,114,25,166,10,24,15,228,28,0,0,Yes,18,11,No,Not applicable,Not applicable,2.5,0.5,5.4,15.1,4.3,0.8,9.2,25.6,0,0,0,0,4,0.7,8.7,2.75,0.5,16.6,0,0,0.8,0.1,0,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,iSoft Clinical Manager,Yes,No,Yes,No,Yes,Yes,Not applicable,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Weekly,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,1-2 times a year,Yes,No,Yes,Yes,Yes,Yes,Yes,No
London,Our Healthier South East London ,King's College Hospital NHS Foundation Trust,King's College Hospital,37887,72,2092,41,750,20,130,17,169,5,45,27,529,51,0,0,Yes,63,17,No,Not applicable,Not applicable,4,1.9,5.3,23.7,16.4,7.8,21.9,97,4.3,2.1,5.8,25.6,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Sunrise Allscripts,No,No,No,Yes,Not applicable,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Weekly,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Continuous (every patient),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
London,Our Healthier South East London ,King's College Hospital NHS Foundation Trust,Princess Royal University Hospital (Bromley),29288,106,1691,53,493,17,85,17,67,2,22,33,276,32,0,0,Yes,10,3,Yes,12,4,2,1.2,4.1,29.9,6.7,4,13.6,100,3.8,2.2,7.7,56.7,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Sunrise,No,No,Yes,No,Not known,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Weekly,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Never,No,,No,No,No,No,No,Yes
